id,created_at,full_text
1237628644991827968,Wed Mar 11 06:37:17 +0000 2020,When will MTN South Africa stop stealing customers airtime ? My mobile data expired and I was not notified days before that fine . Now Mobile data was off on the phone and R40 airtime deducted without making calls . MTN SA why ? ? ?
1237625099215405056,Wed Mar 11 06:23:12 +0000 2020,"The feeling I get when I have 1/3 of a video edited and the editing software crashes which loses all of my progress ; thus , I have to start all over ."
1237606933487468544,Wed Mar 11 05:11:01 +0000 2020,"Due to unintentionally falling asleep for a couple minutes , I ended up missing yesterday 's Moment of Zen ! 😠"
1237580201996910593,Wed Mar 11 03:24:47 +0000 2020,BARBRA WAS CRYING ABOUT HANAH AN ! ! ! I WASTED A WHOLE SEASON FOR THAT .
1237579565309947904,Wed Mar 11 03:22:16 +0000 2020,"Behold ! I added those colored arrows to the focus group screen too , so you can see more clearly what is making this stresed…"
1237578443929186312,Wed Mar 11 03:17:48 +0000 2020,# angry # Frustrated 100 % sure
1237575973656121345,Wed Mar 11 03:07:59 +0000 2020,You wish 🤨 . . .
1237569063972290562,Wed Mar 11 02:40:32 +0000 2020,😎 Anna 👿 # Mas 🔥 # Angry - |WhatsAp Status| VC : - ) @ Bro 👍🏻🔥 Here is the link 👇🏻📎 htps…
1237564087451574273,Wed Mar 11 02:20:45 +0000 2020,And you guys had my head off ! Look now ! What you made me do ! ! ! ! !
1237544456431104001,Wed Mar 11 01:02:45 +0000 2020,⁦⁩ should be ashamed of # AcademicFraud # angry ⁦ # mental ⁩ . # WheresHunter ⁦⁩ ⁦…
1237539781527007232,Wed Mar 11 00:44:10 +0000 2020,You ’ re more than that don ’ t ever sell yourself short again ? ? ?
1237537549674926080,Wed Mar 11 00:35:18 +0000 2020,Peters mom is the WOAT ! ! ! ! ! 👺👺👺
1237533011811291136,Wed Mar 11 00:17:16 +0000 2020,Are you # angry or # anxious ? Try working with # lava stone .
1237529773347205126,Wed Mar 11 00:04:24 +0000 2020,"As a social worker , who has child protective services experience , the # GabrielFernandezTrials has me completely mortified ! As # socialworkers you are the voice of the voiceless ."
1237513145486168064,Tue Mar 10 22:58:20 +0000 2020,I ’ m not a violent person but these f ’ ing poachers want poaching themselves 😡 😢 Rare white giraffes killed by poachers in Kenya .
1237512536813166597,Tue Mar 10 22:55:55 +0000 2020,# roadworks seriously . It ’ s late man . !
1237512093823205376,Tue Mar 10 22:54:09 +0000 2020,i feel used😣🤬
1237506271428792325,Tue Mar 10 22:31:01 +0000 2020,⁦⁩ should be ashamed of # AcademicFraud # angry ⁦ # mental ⁩ . # WheresHunter ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ Joe Biden lied about academic record in angry rant with voter
1237504970460545024,Tue Mar 10 22:25:51 +0000 2020,"⁦⁩ , you ’ re not just # sleepy anymore , you ’ re # angry and out of your mind . Suspend your campaign now . ⁦⁩ ⁦⁩ ⁦⁩ Biden , on video , lashes out at Detroit worker in profanity-laced gun dispute"
1237495946801565701,Tue Mar 10 21:49:59 +0000 2020,When your toddler have a hysterical episode wanting to keep the sunglasses
1237495138693365764,Tue Mar 10 21:46:47 +0000 2020,Conan the Barbarian
1237493516353384448,Tue Mar 10 21:40:20 +0000 2020,"I do n't know who needs to hear this but STOP PAINTING THE HANDS FROM THE CREATION OF ADAM ON YOUR JEANS AND SHOES , YOU 'RE NOT ARTSY"
1237474040408707072,Tue Mar 10 20:22:57 +0000 2020,I ’ m stuck on 206 and have been for a while . I have successfully completed this level twice ; one using a rainbow blast and the last time buying 5 lives . Both times the game crashed and didn ’ t award the win so I ’ m stuck again . I cant keep playing this game anymore .
1237464377495670784,Tue Mar 10 19:44:33 +0000 2020,"Today my boss told me that I was an idiot for voting for since he has no values , character or business skills . She proceeded to tell me that I 'm making horrible decisions for future generations ."
1237463219482120192,Tue Mar 10 19:39:57 +0000 2020,# Angry # Birds # Epic Ap Apes Review .
1237459768828137472,Tue Mar 10 19:26:14 +0000 2020,stop breathing
1237456460885438465,Tue Mar 10 19:13:05 +0000 2020,"I am in a fighting mood pretty much every day - having an ongoing row with my dentist , had a row with the optician this morning and a few spars with others ."
1237451330219913216,Tue Mar 10 18:52:42 +0000 2020,# kilthe3chalenge # angry I stan
1237442224524103681,Tue Mar 10 18:16:31 +0000 2020,"# Universewelivein - # people that # Voicesinyourheadarerealpeople are so delusional and # feel so much claim of you that they get # angry & amp ; # conspire # revenge or a means to hurt you to keep you controllable , 200 yrs ago they would have crucified you"
1237436857857626112,Tue Mar 10 17:55:12 +0000 2020,"This is very # Shameful act i got too # angry after watch these pic . What kind # Asshole these People are ? There is no difference between them or # rapists Youre mom-sis and wife is a women , then how dare you do this kind of act with any"
1237436497227329538,Tue Mar 10 17:53:46 +0000 2020,"I used to like # asos # ASOS but I ’ ve emailed twice , about a refund I was expecting before Christmas , and they haven ’ t even bothered to reply ! £82 ! ! ! ! # cross and"
1237435387989065729,Tue Mar 10 17:49:21 +0000 2020,The only great part of today 's episode was Niki ! ! Wish the writers would use Niki more & amp ; plz give her TOP BILLING in the opening credits ! What is wrong with these writers ? Melody is a contracted vet . Please stop putting her & amp ; the other vets on the back burner ! !
1238182415337693184,Thu Mar 12 19:17:46 +0000 2020,About time Laurel and Arthur tell Jai the truth ! ! # Hate bullies
